PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,11/13/2017,"<a ng-href=""/game/0021700192"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700192"">WAS vs. SAC",W,22,12,5,10,50.0,1,4,25.0,1,2,50.0,1,7,8,3,2,0,1,1,10
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,11/25/2017,"<a ng-href=""/game/0021700279"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700279"">WAS vs. POR",L,25,13,5,12,41.7,2,4,50.0,1,1,100.0,2,4,6,1,2,0,1,1,-5
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,11/01/2017,"<a ng-href=""/game/0021700108"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700108"">WAS vs. PHX",L,22,8,3,7,42.9,2,4,50.0,0,0,-,2,0,2,0,0,0,2,5,-16
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,10/18/2017,"<a ng-href=""/game/0021700006"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700006"">WAS vs. PHI",W,32,14,5,10,50.0,3,6,50.0,1,3,33.3,2,6,8,2,2,2,0,2,-4
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,11/17/2017,"<a ng-href=""/game/0021700218"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700218"">WAS vs. MIA",L,25,4,1,9,11.1,0,5,0.0,2,2,100.0,1,3,4,1,0,0,2,2,-2
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,12/13/2017,"<a ng-href=""/game/0021700406"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700406"">WAS vs. MEM",W,26,11,4,8,50.0,1,3,33.3,2,3,66.7,0,4,4,0,2,1,1,4,-4
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,11/09/2017,"<a ng-href=""/game/0021700164"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700164"">WAS vs. LAL",W,25,4,1,8,12.5,0,5,0.0,2,2,100.0,1,6,7,0,1,0,1,3,-3
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,12/15/2017,"<a ng-href=""/game/0021700422"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700422"">WAS vs. LAC",W,34,8,2,9,22.2,1,4,25.0,3,3,100.0,1,6,7,1,1,2,0,4,21
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,12/01/2017,"<a ng-href=""/game/0021700320"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700320"">WAS vs. DET",W,24,8,2,10,20.0,1,3,33.3,3,3,100.0,0,7,7,2,0,0,1,3,-4
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,10/20/2017,"<a ng-href=""/game/0021700020"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700020"">WAS vs. DET",W,36,4,1,5,20.0,0,2,0.0,2,2,100.0,1,6,7,0,2,0,1,3,10
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,11/07/2017,"<a ng-href=""/game/0021700151"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700151"">WAS vs. DAL",L,26,9,3,11,27.3,3,6,50.0,0,0,-,0,7,7,0,0,1,1,1,-2
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,11/03/2017,"<a ng-href=""/game/0021700122"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700122"">WAS vs. CLE",L,34,21,7,14,50.0,5,7,71.4,2,2,100.0,1,5,6,2,1,0,3,4,-7
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,11/11/2017,"<a ng-href=""/game/0021700177"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700177"">WAS vs. ATL",W,23,18,5,8,62.5,0,2,0.0,8,9,88.9,3,4,7,1,1,0,0,1,9
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,12/04/2017,"<a ng-href=""/game/0021700349"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700349"">WAS @ UTA",L,28,11,2,8,25.0,0,3,0.0,7,8,87.5,0,1,1,0,0,0,2,2,-42
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,11/19/2017,"<a ng-href=""/game/0021700237"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700237"">WAS @ TOR",L,16,10,2,7,28.6,2,3,66.7,4,8,50.0,0,2,2,0,0,1,2,3,-5
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,11/05/2017,"<a ng-href=""/game/0021700139"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700139"">WAS @ TOR",W,24,10,4,8,50.0,2,5,40.0,0,0,-,0,5,5,0,1,0,1,5,0
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,10/29/2017,"<a ng-href=""/game/0021700089"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700089"">WAS @ SAC",W,28,9,3,7,42.9,2,4,50.0,1,2,50.0,0,7,7,1,0,0,0,1,26
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,12/05/2017,"<a ng-href=""/game/0021700352"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700352"">WAS @ POR",W,27,14,6,9,66.7,2,3,66.7,0,0,-,0,2,2,2,5,0,1,0,6
"<a ng-href=""/player/1626162"" title=""View Stats Profile"" href=""https://stats.nba.com/player/1626162"">Kelly Oubre Jr.",WAS,12/07/2017,"<a ng-href=""/game/0021700364"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700364"">WAS @ PHX",W,22,12,3,9,33.3,2,3,66.7,4,4,100.0,0,7,7,3,0,1,1,5,9
