PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,11/05/2017,"<a ng-href=""/game/0021700139"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700139"">TOR vs. WAS",L,37,26,8,21,38.1,0,5,0.0,10,12,83.3,2,2,4,3,0,0,2,2,-17
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,11/19/2017,"<a ng-href=""/game/0021700237"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700237"">TOR vs. WAS",W,36,33,15,26,57.7,2,6,33.3,1,1,100.0,2,6,8,6,2,1,2,3,4
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,12/05/2017,"<a ng-href=""/game/0021700350"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700350"">TOR vs. PHX",W,34,20,7,17,41.2,0,1,0.0,6,7,85.7,0,7,7,8,3,0,0,2,17
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,10/21/2017,"<a ng-href=""/game/0021700027"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700027"">TOR vs. PHI",W,27,30,8,12,66.7,0,1,0.0,14,16,87.5,0,3,3,3,0,0,1,3,26
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,11/17/2017,"<a ng-href=""/game/0021700221"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700221"">TOR vs. NYK",W,34,22,10,16,62.5,0,0,-,2,2,100.0,0,6,6,7,1,0,1,2,11
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,11/09/2017,"<a ng-href=""/game/0021700165"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700165"">TOR vs. NOP",W,37,33,10,23,43.5,2,6,33.3,11,13,84.6,0,2,2,8,1,0,2,2,7
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,12/01/2017,"<a ng-href=""/game/0021700319"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700319"">TOR vs. IND",W,34,26,9,21,42.9,0,1,0.0,8,10,80.0,2,3,5,5,2,1,2,0,-4
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,10/19/2017,"<a ng-href=""/game/0021700014"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700014"">TOR vs. CHI",W,32,11,2,9,22.2,0,0,-,7,8,87.5,1,5,6,5,2,1,5,1,-3
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,11/07/2017,"<a ng-href=""/game/0021700153"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700153"">TOR vs. CHI",W,36,24,9,18,50.0,2,2,100.0,4,4,100.0,0,4,4,4,0,0,3,3,4
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,11/29/2017,"<a ng-href=""/game/0021700307"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700307"">TOR vs. CHA",W,35,30,14,22,63.6,0,2,0.0,2,3,66.7,1,3,4,6,0,0,1,3,15
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,12/15/2017,"<a ng-href=""/game/0021700424"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700424"">TOR vs. BKN",W,29,31,14,19,73.7,1,2,50.0,2,4,50.0,1,2,3,1,2,0,1,1,38
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,11/03/2017,"<a ng-href=""/game/0021700128"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700128"">TOR @ UTA",W,38,37,10,20,50.0,3,7,42.9,14,14,100.0,2,4,6,2,0,0,6,3,5
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,10/23/2017,"<a ng-href=""/game/0021700046"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700046"">TOR @ SAS",L,36,28,10,20,50.0,2,5,40.0,6,9,66.7,0,2,2,4,3,0,4,3,-1
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,12/10/2017,"<a ng-href=""/game/0021700385"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700385"">TOR @ SAC",W,35,25,9,15,60.0,0,1,0.0,7,11,63.6,0,3,3,9,0,0,1,1,19
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,10/30/2017,"<a ng-href=""/game/0021700099"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700099"">TOR @ POR",W,37,25,10,20,50.0,0,0,-,5,7,71.4,1,2,3,4,0,0,3,1,9
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,12/13/2017,"<a ng-href=""/game/0021700411"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700411"">TOR @ PHX",W,37,37,12,24,50.0,0,4,0.0,13,15,86.7,2,5,7,4,0,0,1,1,18
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,11/22/2017,"<a ng-href=""/game/0021700258"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700258"">TOR @ NYK",L,31,18,7,15,46.7,2,4,50.0,2,6,33.3,1,5,6,4,0,0,0,2,-8
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,11/15/2017,"<a ng-href=""/game/0021700211"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700211"">TOR @ NOP",W,33,25,11,18,61.1,2,4,50.0,1,1,100.0,1,8,9,6,2,0,3,0,12
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,12/08/2017,"<a ng-href=""/game/0021700371"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700371"">TOR @ MEM",W,36,26,6,15,40.0,0,2,0.0,14,14,100.0,0,7,7,6,1,0,4,3,5
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,10/27/2017,"<a ng-href=""/game/0021700076"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700076"">TOR @ LAL",W,37,24,9,21,42.9,0,2,0.0,6,9,66.7,1,4,5,5,3,0,4,1,14
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,12/11/2017,"<a ng-href=""/game/0021700396"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700396"">TOR @ LAC",L,36,17,5,13,38.5,0,0,-,7,10,70.0,0,5,5,8,2,0,2,2,0
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,11/24/2017,"<a ng-href=""/game/0021700271"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700271"">TOR @ IND",L,39,13,6,16,37.5,0,3,0.0,1,2,50.0,1,2,3,2,2,0,4,2,-6
"<a ng-href=""/player/201942"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201942"">DeMar DeRozan",TOR,11/14/2017,"<a ng-href=""/game/0021700202"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700202"">TOR @ HOU",W,34,27,7,15,46.7,0,3,0.0,13,16,81.3,0,6,6,5,1,0,3,2,7
