PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,12/12/2017,"<a ng-href=""/game/0021700400"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700400"">BKN vs. WAS",W,29,15,5,11,45.5,2,5,40.0,3,4,75.0,0,8,8,1,1,0,1,1,15
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,11/17/2017,"<a ng-href=""/game/0021700219"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700219"">BKN vs. UTA",W,27,17,5,10,50.0,3,5,60.0,4,4,100.0,1,1,2,3,2,0,2,1,7
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,11/24/2017,"<a ng-href=""/game/0021700267"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700267"">BKN vs. POR",L,25,10,4,8,50.0,0,1,0.0,2,5,40.0,1,8,9,3,0,1,1,1,3
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,10/31/2017,"<a ng-href=""/game/0021700102"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700102"">BKN vs. PHX",L,32,13,4,11,36.4,2,4,50.0,3,6,50.0,0,5,5,1,4,1,0,4,-10
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,10/20/2017,"<a ng-href=""/game/0021700022"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700022"">BKN vs. ORL",W,28,17,6,9,66.7,3,4,75.0,2,2,100.0,1,7,8,2,2,0,1,2,-5
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,12/07/2017,"<a ng-href=""/game/0021700365"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700365"">BKN vs. OKC",W,32,7,3,11,27.3,0,5,0.0,1,3,33.3,1,8,9,2,0,1,3,1,-7
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,12/14/2017,"<a ng-href=""/game/0021700414"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700414"">BKN vs. NYK",L,32,13,5,10,50.0,3,5,60.0,0,0,-,1,2,3,3,1,1,3,3,6
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,12/09/2017,"<a ng-href=""/game/0021700376"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700376"">BKN vs. MIA",L,25,5,2,10,20.0,0,3,0.0,1,3,33.3,1,6,7,0,0,0,1,2,-15
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,11/19/2017,"<a ng-href=""/game/0021700236"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700236"">BKN vs. GSW",L,34,15,4,10,40.0,3,7,42.9,4,7,57.1,4,7,11,3,0,0,2,4,-4
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,10/25/2017,"<a ng-href=""/game/0021700058"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700058"">BKN vs. CLE",W,32,18,7,16,43.8,3,9,33.3,1,2,50.0,1,6,7,1,4,0,1,4,0
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,11/14/2017,"<a ng-href=""/game/0021700201"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700201"">BKN vs. BOS",L,30,9,3,11,27.3,1,5,20.0,2,2,100.0,2,5,7,1,0,0,1,2,-6
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,12/02/2017,"<a ng-href=""/game/0021700328"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700328"">BKN vs. ATL",L,31,9,3,12,25.0,2,9,22.2,1,2,50.0,3,7,10,3,0,1,1,2,-7
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,10/22/2017,"<a ng-href=""/game/0021700038"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700038"">BKN vs. ATL",W,28,17,4,7,57.1,2,5,40.0,7,10,70.0,1,2,3,2,2,2,2,2,19
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,11/11/2017,"<a ng-href=""/game/0021700187"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700187"">BKN @ UTA",L,32,15,4,10,40.0,3,7,42.9,4,6,66.7,2,5,7,0,1,0,2,3,2
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,11/10/2017,"<a ng-href=""/game/0021700176"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700176"">BKN @ POR",W,30,16,5,11,45.5,3,7,42.9,3,3,100.0,3,5,8,1,1,1,0,1,10
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,11/06/2017,"<a ng-href=""/game/0021700147"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700147"">BKN @ PHX",W,33,14,5,12,41.7,1,5,20.0,3,4,75.0,3,8,11,0,0,0,2,4,-12
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,10/24/2017,"<a ng-href=""/game/0021700050"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700050"">BKN @ ORL",L,27,17,5,11,45.5,2,4,50.0,5,5,100.0,1,5,6,2,1,1,0,1,-8
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,10/27/2017,"<a ng-href=""/game/0021700073"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700073"">BKN @ NYK",L,23,6,1,5,20.0,1,2,50.0,3,4,75.0,1,4,5,0,0,0,0,3,-9
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,11/26/2017,"<a ng-href=""/game/0021700289"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700289"">BKN @ MEM",W,35,24,7,12,58.3,4,6,66.7,6,6,100.0,1,5,6,2,2,1,4,2,17
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,11/03/2017,"<a ng-href=""/game/0021700130"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700130"">BKN @ LAL",L,34,11,4,11,36.4,0,4,0.0,3,4,75.0,2,6,8,4,1,1,1,3,9
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,10/18/2017,"<a ng-href=""/game/0021700004"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700004"">BKN @ IND",L,28,10,4,12,33.3,1,5,20.0,1,2,50.0,2,7,9,2,1,0,2,2,-10
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,11/07/2017,"<a ng-href=""/game/0021700155"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700155"">BKN @ DEN",L,18,9,3,6,50.0,1,3,33.3,2,2,100.0,2,4,6,1,0,0,3,3,-13
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,11/29/2017,"<a ng-href=""/game/0021700310"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700310"">BKN @ DAL",W,34,22,7,14,50.0,4,7,57.1,4,5,80.0,4,3,7,1,0,0,2,2,-1
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,11/22/2017,"<a ng-href=""/game/0021700254"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700254"">BKN @ CLE",L,35,10,4,12,33.3,0,6,0.0,2,2,100.0,1,4,5,1,0,0,0,5,-22
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll",BKN,12/04/2017,"<a ng-href=""/game/0021700342"" title=""View Box Score"" href=""https://stats.nba.com/game/0021700342"">BKN @ ATL",W,28,13,4,10,40.0,3,5,60.0,2,2,100.0,1,7,8,4,0,0,3,0,19
PLAYER
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll"
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll"
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll"
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll"
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll"
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll"
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll"
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll"
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll"
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll"
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll"
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll"
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll"
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll"
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll"
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll"
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll"
"<a ng-href=""/player/201960"" title=""View Stats Profile"" href=""https://stats.nba.com/player/201960"">DeMarre Carroll"
